Array List
First;Middle;Last;Remove
7154925;6536607;457;5494073
6401942;5562230;122;5262605
6834940;5456278;128;5208603
6561970;5220903;233;5372638
6465447;5348238;134;5249731
6950992;5204713;150;5223015
6637527;5172969;122;5265296
6733600;5219019;140;5295135
6546635;5324977;119;5343335
6736539;5258684;440;6515299
6636601;5757480;269;5881960
7115486;5640014;191;5201266
6807823;6830058;325;5160603
6914278;5500768;296;5342545
6650875;5282671;121;5434117
6684718;5248542;130;5214433
6534848;5725711;185;6152031
6619767;5411350;132;5229675
6697361;5502620;122;5836045
6754519;5569841;208;5455464
6728301;5726216;239;5707238
6538161;5452493;133;5230780
6577664;5310181;196;5475998
6926999;5301749;185;5221207
6474575;5251212;129;5203353
6568755;5251291;236;5545744
7665562;5991893;341;5500515
6438329;5577466;312;5179723
6703090;5400344;116;5217924
6918743;5507431;141;5599272
6477009;5426912;262;5203598
6459910;6113906;408;5605799
6660054;5471673;120;5337161
6526518;5352606;215;5233095
6550986;5289442;432;5294197
6730892;5421127;159;5707924
6906430;5303160;239;5157519
6634812;5418144;185;5148339
6638492;5349454;105;5252264
6777266;5274095;128;5293537
6489453;5589975;153;5173325
6702110;5449302;181;5137689
6423203;5353096;302;5338379
7659941;5297814;119;5342709
7673845;5368138;121;5259766
6632386;5251092;116;5333603
7772933;5393627;193;5272537
6719307;5316571;204;5252914
6508467;5330904;115;5160686
6523944;5452015;124;5312905
6515628;5379828;112;5212202
6424129;6102033;173;5412386
6815474;5270351;207;5338144
7575445;6174312;251;5185799
8088514;5253241;230;5360413
6518545;5687030;304;5932379
7787415;5298944;211;5201155
6792836;5350117;292;5197483
7656733;5236645;288;5465156
7012705;5218894;136;5519451
6548285;5422581;110;5340718
6681711;5335740;371;5261476
6556097;5208203;188;5381494
6682875;5230433;198;5148382
8257802;5453773;206;5304190
7316240;5475207;310;5703183
7870901;5428809;241;5298341
6596289;5375202;192;5293350
6681673;5227709;120;5186465
6591259;5644680;12957;5345115
8433001;5460422;120;5403211
6721284;7078565;251;5511505
6499815;5382968;128;5277990
6656483;5438925;134;5236792
6445915;5478400;244;5215478
6848760;5396337;175;6550875
6480825;5476525;175;5321879
6574849;5317801;116;5169620
6977095;5243314;119;5266809
6454304;5489126;280;5286645
6429739;5401617;124;5238312
6494007;6313288;236;6419086
6576268;5451932;134;5189409
6407051;5355949;122;5189448
6717933;5351397;207;5182294
6604288;5337615;113;5250696
6509738;5780106;204;6023284
6574154;5469919;126;5195952
6482454;5353689;143;6167167
6459365;5970238;130;5245562
6479132;5584299;128;5152950
6618426;5242313;155;5305216
6440185;5319524;246;5319922
6474886;6088213;283;5930720
6678395;5221291;127;5276327
6469224;5352508;191;5195206
6558590;5240063;181;5474961
6647116;5262294;258;5395608
6508804;5224833;111;6077750
6845579;5250165;124;5456033
6575944;5325899;141;6224891
6760994;5669974;153;5197627
7577846;5665244;127;5397147
6842426;5441509;130;5250981
6608724;6801208;437;5274305
6535856;5368614;125;5140022
6496790;5597710;166;5267808
6428721;5421096;116;5275569
6501474;6362310;197;6511628
7574110;5831982;214;5232873
8018580;5214681;331;5383315
6436667;5394985;318;5435020
6573675;5394500;123;5148448
6535034;5465108;192;5351067
6747758;5365034;179;5202556
6549636;5348596;112;5249376
6633805;5437847;113;5290555
6528694;5544776;133;5308207
6489079;5267389;216;5151080
6395500;5450395;231;5201153
6708758;5609991;195;6646604
6586132;6247682;262;5642199
7523345;5433171;132;5481142
6591094;5442317;300;5544974
6543355;5298291;115;6270877
6563274;6599531;231;5288332
6949229;5729907;182;5516821
6663151;5604634;126;6728579
7120177;5420168;187;5289595
6791556;5254701;132;5249906
6674697;5374086;126;5522163
8015711;5314575;125;5282055
6463361;5591280;233;5244003
6584880;5582356;133;5414734
6663123;5296365;229;5404860
6602268;5226400;128;5339400
6392515;5355012;288;5198478
6452057;6837703;261;6224452
6453730;5331327;576;5241566
6455754;5365302;209;5287500
6580945;5427065;135;5777923
6767768;6421356;277;5202220
6685323;5659739;326;5261000
6446519;5250209;470;5545268
6655769;5248692;153;5862034
6626833;5566397;184;5976652
7016643;6038414;230;5954711
6601404;5260512;154;5552296
6653914;5274466;202;5243478
6828101;5514505;120;5177946
6558680;5296681;129;5388923
6586996;5634794;179;5295210
6509999;5552731;138;5325652
6711596;5494259;126;5431751
6607172;5260031;133;5276362
6691965;5213356;126;5289087
6788363;5566022;133;5334175
6546608;5219894;113;5423011
6838047;5839653;249;5301168
7472488;6860141;255;5335653
6549043;5535889;178;5250348
6481104;5419653;126;5481143
6617623;5272987;133;5324516
6451442;6173594;238;5258707
7376815;5310028;244;6495058
6556788;6192025;251;5309088
7184051;5319951;130;5343798
6635254;5266567;1809;5447145
6467546;5434329;173;5744673
6630838;5245193;300;5359284
6813195;5286990;131;5156891
6550923;5295835;174;5193102
6584748;5242136;112;5243701
6574287;5360795;112;5420880
6635235;5467339;116;5367642
6454952;5719496;192;5341066
6451606;6834973;261;5192153
7213162;5383922;234;5460295
6692140;5377424;122;5233982
6460427;5495062;358;5223259
6652900;5448758;108;5858895
6964908;5454581;164;5382110
6459836;5343116;223;5287776
7358330;5590009;132;5973153
7898527;5657557;236;5473525
6636726;5337391;129;5206729
6464090;5234308;127;5322413
6498446;5262967;923;5196212
6677933;5364489;177;5314736
6595114;5539301;122;6090902
6848321;5545685;124;5381100
6524477;5354908;122;5261075
6669600;5336225;299;5335981
6605585;5314812;139;5426444
6514359;5172705;145;5337246
6836109;5282563;116;5215523
6571690;5357960;141;5222002
6491794;5196090;156;5301843
6606233;5333802;151;5386169
6518363;5375509;165;5590938
6795580;5364561;234;5269954
6627871;5322477;157;5999855
6624143;5489567;152;5372984
6713222;5264100;255;5446132
6493836;5315367;104;5379188
6908827;6620900;183;5439336
6552259;5405608;136;5330856
6684529;5368429;170;5293633
6646667;5231581;124;5209681
6574610;5580206;252;5686419
6529656;5372209;116;5583063
6635294;5571424;423;5895110
7319190;5426783;124;6035929
6845964;6592034;165;5444333
6751378;5406559;124;5286937
6652304;5344791;165;5257495
7101653;5379501;206;5418911
6410052;5564985;180;5320226
6537002;5282932;122;5490573
7001746;5261177;316;5206651
7690297;6109894;238;5449579
7059346;6491837;267;5469580
6533807;5382787;105;6189438
7415156;5960310;376;5294409
6580538;6573778;450;5201408
6525251;5390416;121;5698500
6757327;5341242;122;5250174
6539724;5372327;122;5212436
6454052;5467011;131;5278333
6785619;5274388;190;5300239
6503909;5457097;293;5176261
6555391;5252458;282;5360020
6705648;5288749;132;5370891
6422120;5277190;187;5204605
6474689;5412839;130;5212790
6482960;5292665;125;5221131
6419755;5390934;189;5395587
6617653;5379243;148;5640868
6558328;5412838;215;5416189
6465930;5416494;262;5257858
6745403;5302815;276;5176962
6560617;5266893;229;5207709
6478099;5295999;125;5155776
6586055;5341608;284;5223261
6563686;5302804;110;5348242
6592787;5322494;266;5457965
6742997;5274146;290;5286271
6587983;5461415;136;5245219
6500815;5409428;137;5677459
6723712;5352601;107;5256065
6409424;5992857;121;5167745
6530760;5643957;185;5183592
6873575;5492491;190;5498634
6631335;5492838;209;5387971
6655345;5444541;111;5331177
6606668;5403539;127;5516097
6820954;5440225;105;5197111
6839286;5324466;128;5902170
6685400;5436553;121;5193594
6775819;5482180;125;5175227
6580458;5254145;154;5163242
6813393;5394106;129;5205021
6522143;5308487;127;5464003
6993633;5517813;127;5191908
6496810;5369101;122;5518731
6564256;5660553;166;5274205
6857864;5301105;116;5372729
6401598;5383511;192;5203278
6586536;5301286;206;5387621
6824834;5287965;127;5156834
6770032;5376992;118;5257690
6431450;5466565;122;5451127
6577497;5537410;130;5233304
6411752;5399088;118;5246520
6420269;5458682;109;5239725
6820888;5967924;255;5484383
6667538;5426750;116;5251802
6725161;5207831;120;5368771
6617768;5359297;118;5363897
6871967;5389500;120;5309912
6434329;5405796;125;5310968
6827608;5297553;124;5283061
6854511;5400882;187;5275393
6571893;5317879;118;5386827
6575680;5251692;129;5305936
6675238;5485295;122;5253577
6579209;5255863;137;5810551
6442634;5379341;167;5271762
6578240;5407466;117;5295788
6517930;5797048;108;5204804
6516139;5288576;188;5390715
6645424;5290085;290;5205113
6542385;5312613;165;5195737
6481339;5263362;119;5412099
6878712;6121730;125;5526311
6586232;5532587;199;5325903
6624904;5321652;118;5204127
6795915;5344183;130;5205074
6557142;5231241;229;5458479
6497801;5509954;239;5802416
7562994;5555327;139;5263248
6796737;5383344;104;5251087
6608117;5359102;224;5124713
6640480;5481169;193;5428543
6902482;5255153;181;5292030
6445273;5282178;122;5239145
6832466;5272524;117;5225429
6476427;5313349;118;5252552
6564841;5288475;144;5501689
7751017;5656063;185;5391962
6599167;5704488;157;5313488
6515297;5448604;131;5224660
6560295;5407326;126;5653177
7812410;5273920;145;5321448
7239469;5792768;120;5340895
6722163;5355806;115;5212079
6655624;5368875;126;5505616
6628441;5497596;116;5192117
6442143;5280648;295;5317606
6513292;5449518;120;5359823
6572857;5408072;130;5252178
6674876;5696544;163;5205441
6877386;5624994;119;5325178
6914959;5278643;135;5307714
6707310;5240812;182;5264632
6693869;5387406;246;5336633
6478682;5531982;193;5276243
6909998;5302846;121;5504130
6508499;5547986;172;5391412
6374322;5336085;118;5309574
6430927;5676910;182;5488263
6602089;5318388;113;5303853
6774721;5318385;126;5370215
6811882;5323620;120;5297255
6498284;5409326;187;5205956
6653660;5455208;123;5277252
6567795;5241257;336;5167919
6603131;6200868;251;5372903
6522700;5419727;121;5143858
6715330;5573058;130;5386134
6511082;5287793;122;5212931
6500601;5424515;129;5258547
6624581;5391657;194;5296082
6701474;5297975;218;5259929
6670713;5310976;113;5227558
6525605;5418433;105;5165583
6861220;5634188;122;5389259
6554718;5284608;125;5263415
6598771;5270032;200;5296228
6714325;5253544;123;5693026
6510081;5454705;179;5369241
6726821;5327981;252;5265530
6481979;5348992;250;5324094
6880216;5277091;128;5369290
6538249;5256698;227;5804227
6850586;5364971;168;5493558
7397884;5527991;144;5187497
6811237;5340863;198;5270545
6865039;5187667;476;5176239
6651384;5453597;108;5211724
6627029;5268238;119;5273947
6455424;5405941;271;5256027
6753038;5407823;270;5315593
6962773;5367608;229;5224950
6583281;5253558;202;5367677
6550804;5291310;229;5260108
6566047;5504353;161;5496342
6755573;5260816;208;5329230
6481172;5428169;117;5338934
6526423;5386590;126;5527448
6698669;5467138;197;5198100
6659325;5248601;130;5370185
6469069;5375226;120;5396421
6557510;5637147;184;5184285
6697757;5312677;123;5999521
6585625;5707108;151;5176818
6511400;5442969;160;5502110
6391413;5457334;146;5199176
6725108;5384430;183;5258716
6842045;5252991;245;5293424
7340875;5409577;120;5408271
6572071;5286890;127;5750483
6589174;5467547;109;5533646
6636963;5279197;236;5316216
6691998;5211037;154;5339419
6590290;5337999;125;5270332
6517291;5783308;124;5397075
6528308;5401445;134;5377447
6609301;5449294;135;5208332
6633354;5301639;263;5480000
6690005;5296519;146;5249151
6550271;6166468;315;5439462
6495864;5343730;133;5286488
6774578;5333698;406;5197750
6533125;5341927;176;5182042
6446242;5571618;177;5177313
6497023;5289553;174;5222879
6431282;5239651;171;5295539
6460155;5358924;107;5271699
6522525;5849686;428;5283848
6482535;5292273;212;5316479
6570678;5364659;129;5163279
6447005;5795375;188;5167389
6883170;5402849;193;5158068
6507482;5373285;438;5763665
6488476;5358637;122;5277053
6454256;5630733;110;5338031
6778302;5420734;432;6927669
6409099;5375453;193;5358671
6445653;5371158;199;5374723
6554149;5988237;249;5190921
6564550;5342057;140;5235045
6791832;5401304;179;5308561
6538208;5244865;108;5316252
7098295;5325684;137;5270511
6618268;5378323;248;5218441
6688458;5388362;124;5378204
6566676;5511176;213;5203332
6528204;5304552;107;5700186
6536377;5578205;180;5289909
6574246;5511506;127;5449785
7717884;5382806;160;5415123
7046161;5394667;108;5406483
6495036;5386674;123;5303874
6600969;5620992;119;5466904
7817155;5404120;126;5325948
6647959;5589972;116;5368837
6563535;5281939;355;5311903
6609920;5619587;195;5187852
6534394;5277564;107;5318268
6543305;5541258;163;5170068
6581934;5310809;252;5250023
6588261;5551400;237;5159108
6538327;5659701;127;5288278
6980930;5591615;151;5741773
6514208;5435112;144;5184253
6480624;5266208;431;5295589
6496024;5391605;201;5868811
6432518;5869956;235;6557509
6602316;5480107;144;5241412
6623230;5395825;240;5166719
6533887;5324556;111;5278334
6610524;5362634;116;5310818
6626320;5408594;167;5476663
6637118;5326258;186;5173639
6486314;5412412;302;5222948
6422635;5415679;1405;5284623
6705655;5414177;209;5175467
6550649;5408807;126;5221688
6693071;5713968;237;5231786
6682026;5217783;213;5215173
6446495;5235742;179;5389126
6523786;5268633;245;5384455
6873319;5551808;210;5201014
7078838;5414688;128;5425079
6485347;5407598;108;5406792
6486269;5416559;193;5250081
7309204;5305043;166;5273842
6748821;5255871;276;5365163
6739946;5242075;209;5328415
6467152;5181395;116;5462689
7016820;5649628;282;5212187
6686425;5319538;146;5388540
6529829;5305798;119;5155780
6741736;5298144;104;5399647
7833352;5426564;149;5170405
6589928;5490684;184;5275320
6580906;5394278;116;5187551
6392263;5675188;111;5842699
6556875;5281107;403;5531535
6908299;5572341;133;5306762
6460985;5553308;422;5229164
6780389;5347535;118;5206249
6431684;5228438;118;5228116
6533213;5519916;130;5260793
6553516;5521650;120;5190338
6567665;5279413;116;5369873
6574612;5309794;122;5254014
6736326;5372205;135;5391036
6804906;5276379;241;5288838
6792182;5407531;255;5166836
6709472;5282290;115;5199315
6654760;5438102;192;5163966
6718446;5347994;219;5283292
6625200;5224474;116;5239468
6487148;5238389;168;5228329
6560933;5278392;130;5347762
6667629;5370922;141;5244079
6689890;5316182;118;5229799
6693648;5330305;161;5236161
6525869;5301269;125;5955174
6550177;5801629;161;5443935
6651450;5360492;165;5436500
6714897;5288177;199;5386199
6869847;5362690;139;5321170
6557363;5319559;291;5213774
6635503;5258151;139;5204297
6840497;5320975;128;5221493
6624114;5268306;141;5181499
6457721;5384699;124;5223741
6586569;5360166;129;5524590
6906177;5287483;254;5205379
6430950;5355951;183;5511678
6734314;6305609;186;5829102
6767570;5282936;126;5272570
6672407;5467988;204;5386873
6608435;5312886;409;5303012
6718883;5257203;135;5265402
6536101;5502519;139;5264431
6745002;5192774;122;5222113
6650183;5200793;155;5483901
6531423;5425235;241;5393313
6594049;5365605;110;5198386
6545329;5381700;187;5542093
6443410;5486830;189;5296496
6856379;5477230;170;5304070
6585466;5317508;200;5299788
6762202;5394398;125;5331003
6673824;5308096;120;5198548
6434949;5384010;116;5420409
6659672;5425204;338;5335739
6571639;5445930;134;5179239
6817507;5240983;133;5282779
6598405;5321448;242;5185923
6572917;5299460;195;5224887
6769417;5324775;178;5308319
6629844;5320175;163;5381803
6566869;5293288;256;5291895
6549859;5293495;107;5363669
6621672;5385861;439;5169504
6550099;5294372;198;5362408
6484127;5374934;192;5183169
6462551;5345937;122;5304198
6654489;5381907;217;5191660
6443996;5560160;187;5394179
6570707;5425139;125;5282500
6984163;5304432;372;5537038
6584488;5384384;132;5217750
6761117;5238503;113;5276165
6493024;5414146;120;5597885
6599301;5477159;158;5283324
6602415;5299455;190;5387424
6669609;5271866;122;5206492
6507906;5266248;109;5502161
6410343;5393293;200;5451736
6595336;5284446;132;5425299
6827975;6419353;257;5237967
6833081;5379016;407;5306774
6671358;5423652;542;5374327
6856629;5231318;267;5481132
6539145;5343435;132;5231743
6466843;5366012;183;5548404
6651851;5449720;424;5330363
6962607;5532856;180;5305218
7057671;5563620;176;5669913
6607562;5382574;129;5499077
6586027;5351322;185;5895901
6701472;5313626;160;5287343
6694020;5549354;266;5415977
6664791;5384748;161;5238823
7001765;5521949;260;5172082
6695320;5569080;296;5530376
6637825;5553968;122;5682937
6649514;5326187;184;5333189
6703546;5541585;134;5364444
6903729;5584567;394;5356046
6694691;5433039;186;5405355
6648688;5503179;129;5250251
6712597;5427029;188;5207894
6899659;5459718;162;5533813
6812672;5276273;226;5219127
6595349;5402332;161;5274500
6749072;5416384;128;5425972
6701496;5278711;247;5193344
6549476;5404917;122;5256475
6745338;5451974;260;5158649
6565507;5402358;117;5229979
6415197;5230761;147;5357986
6694936;5328498;254;5490193
7740613;5543077;240;5417882
6692212;5279138;132;5205360
6448568;5360337;144;5241557
6449942;5591780;122;5508771
6711628;5224273;132;5202435
6553493;5341247;154;5338811
6420927;5739836;136;5222810
6631492;5243301;243;5337122
6845516;5381690;495;5211065
6437472;5271038;178;5764569
6482201;5444813;121;5353065
6494123;5362920;141;5235972
6500095;5409653;131;5954647
6534649;5520858;139;5244117
6524152;5411473;121;5379270
6537109;5831747;127;5499839
6888814;5309233;184;5377877
6465233;5558560;126;6181878
6583711;5295532;108;5173408
7517803;5344428;198;5217487
6580227;5453273;120;5657502
6652056;5573199;218;5291437
7353114;5355759;141;5411258
6589661;5254188;291;5386171
6456672;5532434;136;5263685
6522614;5356151;137;5195501
6576979;5533186;122;5472610
6440620;5397303;143;5496205
6974818;5382302;186;5391264
6676684;5366528;359;5331689
7202081;5471509;400;5575860
6603600;5283151;182;5471402
6439084;5633921;215;5328645
7591438;5357960;122;5472118
6516500;5519885;153;5662605
6499758;5274579;113;5317679
6623434;5268893;209;5418867
6530136;5292306;120;5428945
6685664;5543418;237;5371899
6607018;5573243;150;5354297
6485932;5354476;130;5173501
6537535;5280676;341;5349281
6558880;5524618;176;5303628
6770956;5328811;239;5764221
6618472;5388004;268;5213742
6509913;5516897;341;5423989
6709047;5319619;139;5231134
6719760;5341807;146;5223643
6417969;5354438;145;5228794
6440623;5510704;129;5188813
6479413;5511417;125;5201875
6676819;5416717;122;5225120
6435391;5357493;173;5224537
6994344;5303654;215;5398558
6615626;5459177;205;5201651
6514177;5338288;343;5242712
7013463;5522427;133;5316346
6564284;5342066;261;5469523
6520869;5248665;175;5274821
6524252;5286265;281;5412640
6530841;5355035;114;5465616
6510185;5540520;140;5297965
6566998;5253793;129;5242671
6690749;5414739;104;5341166
6724148;5193337;125;5413551
7250410;5729756;222;5171923
6662446;5251360;212;5596312
6553279;5419961;110;5232669
6580571;5576570;165;5293987
6618457;5389335;167;5430504
6655485;5481672;160;5259442
6625167;5622570;376;5225753
6573798;5455868;182;5134805
6530835;5262639;300;5286425
6673566;5360890;149;5192257
6615298;5500264;184;5320031
6536188;5274563;179;5446383
6454448;5375709;126;5290492
6788199;5728196;389;5390638
6595536;5300710;147;5342060
6714350;5478577;135;5230792
6493032;5247131;162;5500822
6757808;5388387;130;5294674
6796469;5240203;129;5224109
6696927;5466918;229;5171728
6595466;5285150;196;5411101
6568390;5284770;136;5204686
6548444;5376555;181;6346350
6632887;5283398;159;5414982
6493985;5418863;130;5216414
6615761;5444731;195;5366074
6622822;5871440;199;6184646
6457790;5262845;133;5954445
6963267;5321598;296;5960657
6719365;5279076;178;5221278
6627786;5316230;163;5567995
6486320;5304105;199;5338129
6489211;5353618;124;5355245
6738303;5566657;147;5589128
6621084;5295693;119;5332201
6588203;5260972;133;5418346
6458358;5206838;139;5338028
6460317;5395178;206;5252610
7711688;5341814;113;5685936
6521387;5500925;165;5197722
6796100;5306153;119;5252310
6919116;5330027;119;5289280
6460971;5436150;144;5233622
6493827;5223584;120;5539447
6703742;5365944;149;5283630
6585483;5319466;154;5279519
6540256;5640176;159;5460287
6731204;5273216;235;5509459
6584660;5473979;283;5255713
6570633;5521576;126;5527017
6502263;5371331;128;5191409
6802054;5319978;129;5274849
6713466;5265061;120;5225504
6435999;5682730;153;5535364
6753585;5570775;149;5815423
6417692;5429008;290;5376696
7951572;5322121;169;5361667
6838776;5402397;140;5295792
6451001;5365307;137;5229594
6472753;5341352;207;5320370
7132928;5536230;119;5230528
6621757;5381579;125;5300622
6836246;5474859;148;5453188
6495572;5466635;125;5209757
6475645;5309901;128;5422359
6455743;5453097;291;5195127
6869863;5459158;132;5282206
6762568;5366871;107;5256602
6566621;5446025;121;5219292
6613179;5387694;133;5208945
6532614;5297615;131;5344960
6506547;5403272;107;5410957
6863403;5517762;199;5214391
6558199;5316541;140;5449628
6563248;5298500;200;5192334
6913344;5279439;132;5238600
6955589;5453581;121;5275396
6627142;5289028;192;5282821
6469477;5305795;111;5289914
7937023;5419642;239;5290902
6665611;5398767;126;5250682
6663601;5340688;108;5228758
6568958;5401225;108;5249761
6652665;5339953;124;5217702
6427588;5260983;140;5377920
6514741;5386522;239;5195322
6686295;5353015;117;5286787
6779733;5490484;125;5370385
6674622;5477902;123;5377983
6442023;5714209;187;5168566
6518916;5562783;122;5378872
7008112;6527409;259;5338523
7334284;5345245;117;5482124
6878739;5332498;150;5397011
7041320;5313471;125;5516414
6591783;5500991;221;5203532
6550564;5489628;339;5212650
6497257;5400198;135;5229615
6627422;5402404;306;5386305
6570334;5240798;138;5266175
7082522;5408352;147;5267495
6711662;5325141;161;5357424
6601978;5302135;184;5263891
6624594;5311136;118;5225414
6604107;5436328;127;5312773
6543088;5248061;368;5193632
6573583;5485417;195;5397217
6690645;5318310;155;5440788
6800208;5369112;211;5257926
6846574;5214447;123;5197107
6583471;5542964;166;5280411
6637150;5290965;140;5711879
6590423;5560534;127;5410174
6783872;5468434;145;5249363
6622342;5505460;165;5268478
6857742;5293883;114;5157480
6545694;5382971;120;5220670
6841500;5647371;207;5371373
6478630;5381358;113;5408355
6596491;5380127;146;5316930
6514939;5707748;150;5822974
6634417;5292858;115;5436059
6488411;5439787;156;5199118
6604894;5211669;126;5406782
6504470;5326195;302;5535234
6825059;5293511;137;5202718
6669597;5279828;399;5317168
6753262;5241674;108;5235242
6596200;5318508;387;5279124
7226633;5447000;379;5330102
6644590;5260633;187;5193800
6624346;5333928;129;5267145
7052803;5407450;125;5215021
6455936;5427474;116;5173878
6589294;5318794;117;5191130
6592888;5273080;121;5249520
6704805;5325663;182;5276428
6530554;5552477;185;5225282
7803986;5648098;117;5312313
6778057;5261955;160;5511609
6567944;5249729;124;5340712
6794639;5262511;116;5398464
6643656;5217371;120;5342589
6609358;5274534;125;5362113
6630734;5307961;132;5395861
6474535;5326881;108;5613199
6660292;5317742;357;5398499
7200433;5538120;119;5444897
6853003;5345354;136;5228542
6499807;5344728;166;5421779
6688774;5275186;170;5230160
6549259;5678475;167;5560019
6547327;5375903;147;5228554
6413420;5480253;126;5317454
6688565;5256070;289;5738201
6430771;5922909;329;5297048
6579506;5432599;124;5232463
6538606;5376521;131;5199691
6493181;5386679;180;5228337
6471087;5312094;108;5282725
6596135;5401560;107;5324851
6606091;5451311;160;5303561
6985499;5399580;151;5478107
6668694;5579602;124;5276308
6569401;5274142;132;5217449
6595814;5269478;147;5244969
6559047;5572403;191;5193314
6596476;5540337;141;6537736
6759708;5369649;235;5505343
6805423;5390137;214;5249704
6438980;5274086;423;5517558
6567540;5409615;165;5159284
6882963;5246571;125;5306117
6681385;5379669;127;5193655
6568473;5314468;325;5567168
6559083;5326854;133;5439945
7008926;5569539;135;5611869
6583179;5338900;109;5367339
6533476;5698078;196;5247316
6714407;5381974;127;5241647
6568992;5253843;124;5216527
6875686;5802347;263;5354599
6724179;5448429;178;5280990
7030209;5422618;136;5188571
6405705;5300046;239;5213045
7022302;5935912;125;5434459
6562102;5335330;142;5440527
6866182;5355566;156;5235479
6499370;5327563;117;5393929
6544250;5371299;112;5206334
7402781;6636681;271;5189926
6639861;5444468;145;5525472
6439202;5330544;196;5652284
6558066;5338923;140;5193134
6486853;5360484;126;6250623
6492512;5406458;119;5212733
6594778;5290696;129;6292952
6694259;5193197;125;5237936
6976987;5236436;133;5219495
6494136;5422670;120;5498543
6761722;5231992;389;5327980
6535472;5271425;228;5302940
6566612;5411582;223;5194542
6677028;5385187;142;5389936
6626301;5638800;116;5426325
6494470;5560315;180;5286467
6867738;6866484;227;5474250
6688527;5516466;292;5232939
6586854;5522549;121;5566942
6606165;5426543;254;5214036
7035627;5359395;131;5280103
6461871;5344348;220;5262766
6551368;5666360;158;5205308
6476718;5445119;147;5267800
6455781;5382018;121;5156345
7006301;5351565;294;5772491
6705048;5407064;123;5290684
6689532;5316512;134;5344361
6543975;5379151;132;5294786
6732151;5297686;319;5400028
6632185;5464736;3840;5189551
6754833;5296417;135;5346673
6569894;5900914;124;5226334
6503540;5359497;138;5412469
6628256;5366040;282;5250054
6537350;5339828;124;5969107
6717766;5385505;125;5378211
6693487;5735353;128;5253836
6840364;5404772;174;5211493
6714955;5281572;188;5383560
6972803;5284411;121;5253802
6439695;5300665;157;5388637
6579587;5325208;129;5533191
6961321;5338329;133;5322033
7148183;5316231;187;5217637
6594294;5345006;216;5377248
6746665;5448224;118;5367459
6540666;5405165;120;5206580
6614940;5350061;143;5331517
6653050;5362832;159;5232977
6707818;5607793;132;5490488
6531090;5264057;167;5812516
6637521;5664696;312;5208486
6493054;5417307;117;5312634
6487092;5344640;147;5435907
6536808;5432703;122;5270554
7868357;5337179;134;5357361
6882996;5547328;131;5321917
6450360;5268624;123;5328652
6599330;5739074;141;5305989
6610174;5558593;286;5198903
6958496;5410009;395;5431716
6647869;5360594;273;5247335
6694252;5504403;250;5275448
6521036;5304527;153;5288567
6861647;5346736;131;5189758
6581779;5297450;129;5745624
6772903;5555263;140;5328383
6601434;5706864;120;5196683
6791780;5532094;131;5465906
7455406;5433475;127;5335996
6652951;5324442;123;5342474
6546546;5303486;193;5275611
6739644;5553624;208;5306424
7475194;5682760;221;5299678
6838273;5295793;179;5409063
6567335;5434939;169;5368764
6546782;5488059;162;5394664
6916455;5447194;129;5351955
6511083;5442537;219;5567888
6356009;5792395;201;5569367
6480379;5509366;214;5252261
6559246;5548068;214;5193781
6752834;5438308;161;5238184
6589540;5331359;179;5333773
6766581;5641030;119;5338362
6588267;5388944;210;5457547
6857056;5356374;209;5411831
6646144;5281864;127;5556126
6568564;5470616;115;5452795
6605350;5283253;125;5259038
6749350;5549404;124;5262782
6694657;5505775;191;5359061
6717363;5395927;126;5204330
6715542;5279240;122;5291889
7030000;5237294;292;5673246
6436638;5616439;126;5326637
7742940;5307138;142;5328772
6651765;5377059;217;5229409
7710075;5416713;157;5446629
6706928;5294144;125;5286638
6648448;5320020;112;5601689
6506860;5397429;160;5467543
7824482;5515207;357;5470300
6429524;5978868;222;5458292
6972247;5653187;175;5561395
6816248;5381158;129;5225942
6578140;5398008;266;5295610
6579844;5726391;119;5377102
6681357;5580035;289;5319172
6903377;5305864;282;5279401
7189822;5900516;114;5197211
6607661;5564609;146;5254906
6626803;6231414;121;5529983
6618384;5619076;109;5399245
6612130;5526318;121;5432617
6463940;5400352;124;5274665
6598348;5439064;299;6439690
6779028;5252894;139;5245600
6709934;5642376;185;5306677
6565816;5307538;120;5223615
6834342;5492186;119;5181359
6638123;5618150;294;5498714
6690738;5648519;161;5200486
8096954;5511274;205;5247861
6452613;5318043;210;5222367
6534024;5306306;130;5257227
6560030;5539585;234;5425246
6574938;5249413;262;5360690
6455446;5535711;193;5281026
6498068;5418409;135;5205588
6438871;5784762;218;5273349
6937620;5340855;270;5230993
6476443;5372717;173;5215246
6529532;5250053;231;6020816
6688995;5394035;137;5227404
6742536;5242679;433;5301084
6813540;6525225;223;5594234
6771304;5363203;142;5327030
6686873;5322910;128;5263340
6601381;5261058;123;5543553
6679859;5401662;121;5263715
6563355;5323145;207;5326063
6496842;5215688;153;5805750
7010059;5573976;157;5205132
6857763;5269570;125;5449977
6814239;5661417;275;5373471
7760457;5497907;245;5294489
6874091;5506969;116;5283482
6617524;5313465;137;5200344
6458991;5370243;206;5311825
6660813;5219753;290;5295636
6697229;5433667;186;5350328
6756094;5295746;130;5250344
6661594;5337816;210;5605510
6668413;5520368;225;5253278
6848409;5285200;208;5246876
6609264;5362407;172;5332793
6693637;5319782;460;5382662
6605688;5444000;200;5293825
6528852;5333896;182;5497890
6539146;5302891;125;5402716
6538496;5379534;137;5827451
6516172;5373606;187;5694282
